Date,High,Low,Open,Close,Volume,Adj Close
2020-06-01,22161.390625,21898.990234375,21910.890625,22062.390625,72200000,22062.390625
2020-06-02,22401.7890625,22118.400390625,22175.51953125,22325.609375,77900000,22325.609375
2020-06-03,22818.869140625,22462.6796875,22649.009765625,22613.759765625,94100000,22613.759765625
2020-06-04,22907.919921875,22501.810546875,22885.140625,22695.740234375,92000000,22695.740234375
2020-06-05,22865.880859375,22563.560546875,22613.080078125,22863.73046875,85600000,22863.73046875
2020-06-08,23178.099609375,23028.619140625,23121.98046875,23178.099609375,108500000,23178.099609375
2020-06-09,23185.849609375,22933.140625,23135.7890625,23091.029296875,91500000,23091.029296875
2020-06-10,23175.8203125,22900.30078125,22939.0,23124.94921875,75600000,23124.94921875
2020-06-11,22939.390625,22466.5390625,22848.01953125,22472.91015625,105900000,22472.91015625
2020-06-12,22350.30078125,21786.9296875,22082.119140625,22305.48046875,120500000,22305.48046875
2020-06-15,22251.830078125,21529.830078125,22135.26953125,21530.94921875,78500000,21530.94921875
2020-06-16,22624.140625,21899.48046875,21912.2890625,22582.2109375,100100000,22582.2109375
2020-06-17,22536.380859375,22318.0703125,22517.140625,22455.759765625,72500000,22455.759765625
2020-06-18,22432.25,22125.349609375,22363.880859375,22355.4609375,65200000,22355.4609375
2020-06-19,22523.66015625,22352.16015625,22515.75,22478.7890625,97000000,22478.7890625
2020-06-22,22575.740234375,22311.939453125,22353.689453125,22437.26953125,54600000,22437.26953125
2020-06-23,22693.890625,22257.140625,22636.060546875,22549.05078125,0,22549.05078125
2020-06-24,22663.2890625,22479.859375,22541.009765625,22534.3203125,67000000,22534.3203125
2020-06-25,22423.41015625,22165.140625,22287.869140625,22259.7890625,80800000,22259.7890625
2020-06-26,22589.140625,22408.26953125,22424.369140625,22512.080078125,66600000,22512.080078125
2020-06-29,22281.380859375,21969.58984375,22255.05078125,21995.0390625,73700000,21995.0390625
2020-06-30,22448.30078125,22273.380859375,22335.099609375,22288.140625,74200000,22288.140625
2020-07-01,22360.310546875,22039.560546875,22338.30078125,22121.73046875,67400000,22121.73046875
2020-07-02,22267.509765625,22072.109375,22182.6796875,22145.9609375,73600000,22145.9609375
2020-07-03,22312.439453125,22154.970703125,22266.91015625,22306.48046875,51700000,22306.48046875
2020-07-06,22734.109375,22325.75,22341.26953125,22714.439453125,58000000,22714.439453125
2020-07-07,22742.279296875,22540.439453125,22649.900390625,22614.689453125,62700000,22614.689453125
2020-07-08,22667.94921875,22438.650390625,22481.609375,22438.650390625,64900000,22438.650390625
2020-07-09,22679.080078125,22434.380859375,22442.30078125,22529.2890625,65200000,22529.2890625
2020-07-10,22563.6796875,22285.0703125,22534.970703125,22290.810546875,78800000,22290.810546875
2020-07-13,22784.740234375,22561.470703125,22591.810546875,22784.740234375,71200000,22784.740234375
2020-07-14,22677.01953125,22538.779296875,22631.869140625,22587.009765625,61000000,22587.009765625
2020-07-15,22965.560546875,22800.109375,22817.91015625,22945.5,72600000,22945.5
2020-07-16,22925.900390625,22739.419921875,22907.9609375,22770.359375,89400000,22770.359375
2020-07-17,22857.8203125,22643.51953125,22807.5703125,22696.419921875,55900000,22696.419921875
2020-07-20,22788.529296875,22580.189453125,22772.0703125,22717.48046875,50000000,22717.48046875
2020-07-21,22925.580078125,22780.220703125,22789.380859375,22884.220703125,68600000,22884.220703125
2020-07-22,22855.310546875,22732.919921875,22791.75,22751.609375,65400000,22751.609375
2020-07-27,22741.130859375,22429.5703125,22495.94921875,22715.849609375,71800000,22715.849609375
2020-07-28,22842.189453125,22646.220703125,22735.01953125,22657.380859375,67800000,22657.380859375
2020-07-29,22584.869140625,22366.33984375,22543.890625,22397.109375,74300000,22397.109375
2020-07-30,22506.599609375,22334.7109375,22489.240234375,22339.23046875,77800000,22339.23046875
2020-07-31,22295.05078125,21710.0,22267.58984375,21710.0,106600000,21710.0
2020-08-03,22214.58984375,21919.830078125,21947.580078125,22195.380859375,84000000,22195.380859375
2020-08-04,22603.8203125,22379.740234375,22379.740234375,22573.66015625,89100000,22573.66015625
2020-08-05,22554.19921875,22356.25,22479.720703125,22514.849609375,74000000,22514.849609375
2020-08-06,22587.75,22362.890625,22471.7109375,22418.150390625,62600000,22418.150390625
2020-08-07,22436.16015625,22204.609375,22433.779296875,22329.939453125,66700000,22329.939453125
2020-08-11,22760.869140625,22497.0703125,22505.509765625,22750.240234375,99300000,22750.240234375
2020-08-12,22874.369140625,22670.740234375,22747.439453125,22843.9609375,90800000,22843.9609375
2020-08-13,23316.689453125,23111.5,23123.359375,23249.609375,84800000,23249.609375
2020-08-14,23338.7890625,23222.849609375,23323.919921875,23289.359375,59800000,23289.359375
2020-08-17,23248.75,23068.529296875,23189.48046875,23096.75,43600000,23096.75
2020-08-18,23128.1796875,22948.890625,23097.80078125,23051.080078125,55600000,23051.080078125
2020-08-19,23149.849609375,22953.599609375,22997.9296875,23110.609375,50100000,23110.609375
2020-08-20,23078.359375,22851.830078125,23003.580078125,22880.619140625,50200000,22880.619140625
2020-08-21,23135.4296875,22920.30078125,23022.759765625,22920.30078125,51200000,22920.30078125
2020-08-24,23012.7109375,22862.5390625,22913.19921875,22985.509765625,40600000,22985.509765625
2020-08-25,23431.0390625,23225.390625,23242.740234375,23296.76953125,75300000,23296.76953125
2020-08-26,23348.80078125,23203.0,23257.05078125,23290.859375,47800000,23290.859375
2020-08-27,23323.0703125,23177.849609375,23311.0390625,23208.859375,52700000,23208.859375
2020-08-28,23376.130859375,22594.7890625,23232.30078125,22882.650390625,98100000,22882.650390625
2020-08-31,23342.3203125,23102.609375,23147.140625,23139.759765625,81000000,23139.759765625
2020-09-01,23206.66015625,23047.76953125,23089.630859375,23138.0703125,59600000,23138.0703125
2020-09-02,23287.400390625,23170.8203125,23261.08984375,23247.150390625,52600000,23247.150390625
2020-09-03,23580.509765625,23426.109375,23524.490234375,23465.529296875,57500000,23465.529296875
2020-09-04,23257.689453125,23098.76953125,23130.3203125,23205.4296875,59300000,23205.4296875
2020-09-07,23218.220703125,23086.890625,23145.470703125,23089.94921875,57300000,23089.94921875
2020-09-08,23277.66015625,23129.66015625,23188.7890625,23274.130859375,62100000,23274.130859375
2020-09-09,23059.01953125,22878.7109375,22966.890625,23032.5390625,84400000,23032.5390625
2020-09-10,23250.310546875,23134.01953125,23193.470703125,23235.470703125,67600000,23235.470703125
2020-09-11,23412.9296875,23114.630859375,23114.630859375,23406.490234375,76900000,23406.490234375
2020-09-14,23582.2109375,23429.419921875,23431.16015625,23559.30078125,65400000,23559.30078125
2020-09-15,23477.859375,23351.349609375,23438.830078125,23454.890625,61800000,23454.890625
2020-09-16,23506.44921875,23397.4296875,23425.23046875,23475.529296875,63000000,23475.529296875
2020-09-17,23446.390625,23272.23046875,23416.619140625,23319.369140625,61100000,23319.369140625
2020-09-18,23398.4609375,23290.189453125,23321.189453125,23360.30078125,82600000,23360.30078125
2020-09-23,23370.130859375,23154.44921875,23245.890625,23346.490234375,77000000,23346.490234375
2020-09-24,23234.720703125,23039.48046875,23215.0,23087.8203125,70500000,23087.8203125
2020-09-25,23272.669921875,23154.66015625,23217.330078125,23204.619140625,72200000,23204.619140625
2020-09-28,23516.0390625,23303.029296875,23391.9609375,23511.619140625,82000000,23511.619140625
2020-09-29,23622.740234375,23347.640625,23410.5,23539.099609375,61300000,23539.099609375
2020-09-30,23522.380859375,23170.890625,23478.849609375,23185.119140625,88200000,23185.119140625
2020-10-02,23365.580078125,22951.41015625,23294.80078125,23029.900390625,86300000,23029.900390625
2020-10-05,23377.4296875,23252.689453125,23254.279296875,23312.140625,59500000,23312.140625
2020-10-06,23441.16015625,23331.400390625,23420.0703125,23433.73046875,57700000,23433.73046875
2020-10-07,23432.73046875,23272.44921875,23272.44921875,23422.8203125,52100000,23422.8203125
2020-10-08,23701.76953125,23477.73046875,23506.33984375,23647.0703125,56300000,23647.0703125
2020-10-09,23725.580078125,23552.73046875,23713.859375,23619.689453125,56100000,23619.689453125
2020-10-12,23597.91015625,23501.259765625,23588.740234375,23558.689453125,44900000,23558.689453125
2020-10-13,23667.900390625,23490.94921875,23667.900390625,23601.779296875,47200000,23601.779296875
2020-10-14,23656.69921875,23518.810546875,23545.66015625,23626.73046875,54000000,23626.73046875
2020-10-15,23581.16015625,23458.4296875,23548.44921875,23507.23046875,48300000,23507.23046875
2020-10-16,23538.740234375,23382.669921875,23478.400390625,23410.630859375,48100000,23410.630859375
2020-10-19,23707.16015625,23543.689453125,23543.689453125,23671.130859375,46300000,23671.130859375
2020-10-20,23674.869140625,23518.2890625,23587.869140625,23567.0390625,48700000,23567.0390625
2020-10-21,23702.30078125,23611.330078125,23615.51953125,23639.4609375,53300000,23639.4609375
2020-10-22,23555.779296875,23436.169921875,23525.58984375,23474.26953125,44900000,23474.26953125
2020-10-23,23587.900390625,23469.130859375,23558.7109375,23516.58984375,49200000,23516.58984375
2020-10-26,23572.599609375,23475.51953125,23520.779296875,23494.33984375,41700000,23494.33984375
2020-10-27,23485.80078125,23232.310546875,23376.9609375,23485.80078125,52700000,23485.80078125
2020-10-28,23451.029296875,23334.23046875,23372.609375,23418.509765625,67100000,23418.509765625
2020-10-29,23374.099609375,23170.759765625,23170.759765625,23331.939453125,57500000,23331.939453125
2020-10-30,23320.7109375,22948.470703125,23320.7109375,22977.130859375,76700000,22977.130859375
2020-11-02,23370.91015625,23096.7890625,23110.740234375,23295.48046875,69700000,23295.48046875
2020-11-04,23801.880859375,23505.779296875,23619.580078125,23695.23046875,81600000,23695.23046875
2020-11-05,24112.419921875,23756.779296875,23776.19921875,24105.279296875,78600000,24105.279296875
2020-11-06,24389.0,24039.16015625,24076.220703125,24325.23046875,73200000,24325.23046875
2020-11-09,24962.80078125,24541.279296875,24568.83984375,24839.83984375,67000000,24839.83984375
2020-11-10,25279.939453125,24833.1796875,25087.30078125,24905.58984375,128200000,24905.58984375
2020-11-11,25401.30078125,25145.66015625,25145.66015625,25349.599609375,102500000,25349.599609375
2020-11-12,25587.9609375,25316.599609375,25439.349609375,25520.880859375,80500000,25520.880859375
2020-11-13,25456.1796875,25215.310546875,25405.640625,25385.869140625,77600000,25385.869140625
2020-11-16,25928.1796875,25640.2890625,25652.689453125,25906.9296875,84900000,25906.9296875
2020-11-17,26057.30078125,25851.5390625,26043.44921875,26014.619140625,84800000,26014.619140625
2020-11-18,25882.140625,25656.69921875,25860.55078125,25728.140625,69200000,25728.140625
2020-11-19,25650.859375,25474.939453125,25628.73046875,25634.33984375,82000000,25634.33984375
2020-11-20,25555.369140625,25425.58984375,25486.830078125,25527.369140625,63400000,25527.369140625
2020-11-24,26261.779296875,25901.44921875,25901.44921875,26165.58984375,81700000,26165.58984375
2020-11-25,26706.419921875,26258.349609375,26468.51953125,26296.859375,92500000,26296.859375
2020-11-26,26560.029296875,26255.470703125,26255.470703125,26537.310546875,63500000,26537.310546875
2020-11-27,26672.400390625,26419.05078125,26530.279296875,26644.7109375,86200000,26644.7109375
2020-11-30,26834.19921875,26405.830078125,26830.099609375,26433.619140625,147700000,26433.619140625
2020-12-01,26852.16015625,26618.390625,26624.19921875,26787.5390625,73200000,26787.5390625
2020-12-02,26889.900390625,26695.279296875,26884.990234375,26800.98046875,80200000,26800.98046875
2020-12-03,26868.08984375,26719.23046875,26740.30078125,26809.369140625,69500000,26809.369140625
2020-12-04,26799.830078125,26646.080078125,26697.259765625,26751.240234375,61600000,26751.240234375
2020-12-07,26894.25,26500.3203125,26894.25,26547.439453125,61600000,26547.439453125
2020-12-08,26523.30078125,26327.080078125,26380.3203125,26467.080078125,55100000,26467.080078125
2020-12-09,26826.779296875,26520.599609375,26526.33984375,26817.939453125,61800000,26817.939453125
2020-12-10,26852.76953125,26639.98046875,26688.5,26756.240234375,69200000,26756.240234375
2020-12-11,26819.41015625,26553.009765625,26732.849609375,26652.51953125,74900000,26652.51953125
2020-12-14,26870.470703125,26648.689453125,26659.529296875,26732.439453125,60000000,26732.439453125
2020-12-15,26736.83984375,26605.5390625,26683.109375,26687.83984375,59300000,26687.83984375
2020-12-16,26874.98046875,26717.029296875,26835.58984375,26757.400390625,61300000,26757.400390625
2020-12-17,26843.05078125,26676.279296875,26744.5,26806.669921875,61500000,26806.669921875
2020-12-18,26824.2890625,26707.30078125,26775.529296875,26763.390625,73800000,26763.390625
2020-12-21,26905.669921875,26533.630859375,26834.099609375,26714.419921875,60700000,26714.419921875
2020-12-22,26639.990234375,26361.66015625,26559.330078125,26436.390625,58600000,26436.390625
2020-12-23,26585.2109375,26414.740234375,26580.4296875,26524.7890625,56000000,26524.7890625
2020-12-24,26764.529296875,26605.259765625,26635.109375,26668.349609375,47900000,26668.349609375
2020-12-25,26716.609375,26638.279296875,26708.099609375,26656.609375,33400000,26656.609375
2020-12-28,26854.029296875,26664.599609375,26691.2890625,26854.029296875,50700000,26854.029296875
2020-12-29,27602.51953125,26921.140625,26936.380859375,27568.150390625,59400000,27568.150390625
2020-12-30,27572.5703125,27338.560546875,27559.099609375,27444.169921875,50600000,27444.169921875
